Usuario,Fecha,Polaridad,Contenido
mariviromero,2011-12-03T17:59:43,"{'value': 'NONE', 'type': 'AGREEMENT'}",Ey @ivangeba que si esta aquí la Consejera de Salud @mjmonteroc
SSantiagosegura,2011-12-03T18:03:46,"{'value': 'NONE', 'type': 'AGREEMENT'}","@Carlos_Latre Twitcam, Twitcam, Twitcam, Twitcam, Twitcam, Twitcam !!!"
PabloAIglesias,2011-12-03T18:19:34,"[{'value': 'NEU', 'type': 'DISAGREEMENT'}, {'entity': 'Brasil', 'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'España', 'value': 'N', 'type': 'AGREEMENT'}]",Ojala en España fuera igual RT @cdperiodismo: En Brasil se necesitará diploma para ejercer el periodismo http://t.co/SroI6DhX
mariviromero,2011-12-03T19:04:59,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Pablo_Alborán', 'value': 'P+', 'type': 'AGREEMENT'}]","Preciosa de verdad - Perdóname by Pablo Alborán, from #SoundHound http://t.co/u0CAbR3X"
Cepeda,2011-12-03T21:00:02,"{'value': 'N+', 'type': 'AGREEMENT'}",Ataque de inyección SQL masivo http://t.co/q4usPkRL
Buenafuente,2011-12-03T21:23:59,"{'value': 'NONE', 'type': 'AGREEMENT'}",Descansando 2 http://t.co/1legIDgw
mariviromero,2011-12-03T21:52:14,"{'value': 'P+', 'type': 'AGREEMENT'}",Mira @sblanco nuestro árbol ;-)) http://t.co/gjBkxMpv
Buenafuente,2011-12-04T00:24:36,"[{'value': 'P+', 'type': 'DISAGREEMENT'}, {'entity': '@mkreyes', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Buenafuente', 'value': 'P+', 'type': 'AGREEMENT'}]","Je,je!!! Eso es bueno @mkreyes80: @Buenafuente me has hecho llorar... De risa!”"
AlejandroSanz,2011-12-04T02:31:21,"{'value': 'P+', 'type': 'AGREEMENT'}",RT @Nosesiaporto: Vamos Chilenos ! ultimo esfuerzo! al banco! queda poco y lo lograremos!!! La teleton te necesita!!!
AlexdelaIglesia,2011-12-04T03:18:42,"{'value': 'P+', 'type': 'AGREEMENT'}","Ya estamos. ¿Por qué no me duermo? Lo voy a intentar, no debe ser tan difícil."
paurubio,2011-12-04T04:12:34,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Pau', 'value': 'P+', 'type': 'AGREEMENT'}]",RT @Betolash: A ver Pau ¿cuánto es 4x4? Un jeep todo terreno maestra #MultiplicoComoPaulinaRubio ja ja ja muy bueno!
sevillajordi,2011-12-04T09:06:11,"{'value': 'N', 'type': 'AGREEMENT'}",Por qué los medios de comunicación se han llenado de anuncios oficiales? No había q recortar el gasto publico? Quien lo denuncia?
mariviromero,2011-12-04T09:41:21,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@mariviromero', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@pvcmalaga', 'value': 'P+', 'type': 'AGREEMENT'}]","Buenos dias y mil gracias RT @pvcmalaga: Buen día @mariviromero,mi concejala favorita."
mariviromero,2011-12-04T10:11:21,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': '@JavierArenas_PP', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': '@PepeGrinan', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': '@MarianoRajoy', 'value': 'N', 'type': 'AGREEMENT'}]",. @JavierArenas_PP  critica que @PepeGrinan pida a @MarianoRajoy una reunión que niega a sus alcaldes  http://t.co/5oMAB1Us
mariviromero,2011-12-04T10:16:02,"{'value': 'NONE', 'type': 'AGREEMENT'}",". @MarianoRajoy :  ""Salir adelante no es tarea de un Gobierno solo""  http://t.co/mJSq4fz1"
carlosecue,2011-12-04T11:08:58,"{'value': 'N', 'type': 'AGREEMENT'}",Krugman: la austeridad está matando al euro http://t.co/CbRL2Rj8 via @el_pais
javiercasqueiro,2011-12-04T11:53:57,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'PSOE', 'value': 'N', 'type': 'AGREEMENT'}]",".@sgueina: ""¿quién es el tapado del PSOE? La respuesta está en mi blog http://t.co/aFKafvRL”¿Sólo ha leído dos libros?"" Era una metáfora."
javiercasqueiro,2011-12-04T12:20:19,"{'value': 'NEU', 'type': 'AGREEMENT'}",".@rutenca .@sgueina ""el tapado ha leido más de 2! es licenciado en historia contemporanea y master en integración europea..”Viva la ironía"
mariviromero,2011-12-04T13:15:06,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': '@cacmalaga', 'value': 'P', 'type': 'AGREEMENT'}]",;-)) RT @cacmalaga: http://t.co/AFmBIYxK @cacmalaga #arte #cultura #pintura #museo #museums
DavilaGaceta,2011-12-04T13:20:12,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'España', 'value': 'P', 'type': 'AGREEMENT'}]",Rajoy quiere que España vuelva a tener relevancia en Europa http://t.co/RGhPlkBR
EvaORegan,2011-12-04T13:20:47,"{'value': 'N+', 'type': 'AGREEMENT'}","Políticos q no responden. ""En ningún país dl mundo homologable al nstro se tolera semejante práctica"" http://t.co/7hoIl9HR via @antonlosada"
EvaORegan,2011-12-04T13:34:13,"{'value': 'N', 'type': 'AGREEMENT'}","@EvaORegan @antonlosada Obviamente, contar que son declaraciones q no ha permitido preguntas."
SergioRamos,2011-12-04T13:44:34,"{'value': 'P', 'type': 'AGREEMENT'}","No podía faltar, dominguito en mi tierra y final de la Davis. Con el cuñao (@carlos_muela ). http://t.co/l28AOIdR"
zoidoalcalde,2011-12-04T13:51:32,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Rafa', 'value': 'P+', 'type': 'AGREEMENT'}]",Palmas por sevillanas para animar a Rafa!! #sevillaciudadtalisman #copadavis
Edurnity,2011-12-04T14:04:01,"[{'value': 'NEU', 'type': 'AGREEMENT'}, {'entity': 'Madrid', 'value': 'NEU', 'type': 'AGREEMENT'}]",Recién llegada a Madrid!!por fin en casitaaa pero que frío!!No me quiero ni imaginar como hará en la sierra y mas cuando sea de noche....
mariviromero,2011-12-04T14:12:43,"{'value': 'NONE', 'type': 'AGREEMENT'}",Retazos de una primera dama http://t.co/168s72nj
mariviromero,2011-12-04T14:16:15,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Chico_&_Rita', 'value': 'P+', 'type': 'AGREEMENT'}]","'Chico & Rita', premio europeo a la mejor cinta de animación http://t.co/FF7giIse"
carlosdavidgf,2011-12-04T14:43:33,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Nadal', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'España', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'ELORRIO', 'value': 'P+', 'type': 'AGREEMENT'}]",Vamos equipo!! Vamos Nadal!! Toda España esta en tu mano!! Eres el mejor y contigo todos vamos a ser Campeones!! También ELORRIO
nachodoral,2011-12-04T15:55:05,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Nadal', 'value': 'P+', 'type': 'AGREEMENT'}]","Otro passing escalofriante sobre la linea pone a Nadal 5 a 1 en el tercero.La ensaladera, mas cerca.#VamosRafa #CopaDavis ole @RafaelNadal!!"
pedroj_ramirez,2011-12-04T16:06:18,"[{'value': 'NEU', 'type': 'DISAGREEMENT'}, {'entity': 'LD', 'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'Asociación_de_Ayuda_a_las_Víctimas_del_11-M', 'value': 'N', 'type': 'AGREEMENT'}]","Buen artículo de LD. Hay que arrimar el hombro. La Asociación de Ayuda a las Víctimas del 11-M, al borde del cierre http://t.co/RYYX6ksH"
PilarGGranja,2011-12-04T16:09:40,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'TVE', 'value': 'P', 'type': 'AGREEMENT'}]","Dicen q esta el Rey en la Cartuja. Hoy es el DiA en q TVE tendría q sacarle todo el rato,hacer patria. Sera la imparcialidad..."
pedroj_ramirez,2011-12-04T16:37:33,"[{'value': 'NEU', 'type': 'DISAGREEMENT'}, {'entity': 'DelPotro', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Rafa', 'value': 'N+', 'type': 'AGREEMENT'}]",Menudo break en blanco ha logrado DelPotro. Vamos a sufrir hasta el final. Los hinchas argentinos descentran a Rafa.
Edurnity,2011-12-04T16:42:01,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@Edurnity', 'value': 'P', 'type': 'AGREEMENT'}]",“@BeaGarciaCHV: @Edurnity mi segundo apellido es camello! Tendré algo que ver con los reyes magos???”te doy mi carta y se la das??jajja bss!
Edurnity,2011-12-04T16:42:40,"{'value': 'P+', 'type': 'AGREEMENT'}","“@marinitaMF: @Edurnity Ojo, que yo me apellido ""Molas"", tal cual! y no es broma.”en serio?? Como Mola!! Jajjaja"
matrujil,2011-12-04T16:43:22,"{'value': 'N+', 'type': 'AGREEMENT'}",Viaje a las embajadas catalanas del derroche - ABC.es http://t.co/sD2LV37R via @abc_es
marodriguezb,2011-12-04T16:49:15,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Rafa', 'value': 'P+', 'type': 'AGREEMENT'}]","Este set lo está ganando el público argentino. Del Potro había tirado la toalla, comenzaron a cantar y van ganado. Rafa puede! #VamosRafa"
Edurnity,2011-12-04T16:56:44,"{'value': 'P+', 'type': 'AGREEMENT'}",“@Ryankuletz: Creo que @edurnity se ha puesto a responder tweets sobre apellidos por el iPhone. #cosasquenuncaentenderas :)”jaajjajajja
anabelenroy_tve,2011-12-04T16:58:12,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'La_Cartuja', 'value': 'N', 'type': 'AGREEMENT'}]",Amonestado el público argentino en La Cartuja!!!
JuanraLucas,2011-12-04T17:23:20,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Rafa', 'value': 'P+', 'type': 'AGREEMENT'}]",... Y Rafa saluda a todo el equipo argentino. Qué talla de campeón!!
anabelenroy_tve,2011-12-04T17:23:30,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Nadal', 'value': 'P+', 'type': 'AGREEMENT'}]","La quinta ensaladera. Nadal saludando al equipo argentino. Y ahora al público. Oe, oe, oe"
alferma1,2011-12-04T17:23:50,"{'value': 'P+', 'type': 'AGREEMENT'}",Ya esta aquí. Ya llegó por fin la quinta ensaladera. Gracias a todos los miembros del equipo hoy mucha gente dormirá feliz.
lazaroelmundo,2011-12-04T17:24:30,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Nadal', 'value': 'P+', 'type': 'AGREEMENT'}]","que grande, ese abrazo de nadal con todo el equipo argentino IMPRESIONANTE. como sabe ganar este campeón!!!"
Buenafuente,2011-12-04T17:46:41,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Rafa_Nadal', 'value': 'P+', 'type': 'AGREEMENT'}]",Grandioso Rafa Nadal!!!!!
alferma1,2011-12-04T18:03:34,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Rafa', 'value': 'P+', 'type': 'AGREEMENT'}]","El público que cante gritando sin parar: ""por eso yo te quiero dar Rafa mi corazón, yo te sigo a todas partes..."" ¡Gracias por ser ESPAÑOL!"
jmsoria,2011-12-04T18:07:42,"{'value': 'NONE', 'type': 'AGREEMENT'}",El camino no puede ser otro que más Europa #enmiblog
garcia_abadillo,2011-12-04T18:41:20,"[{'value': 'NEU', 'type': 'AGREEMENT'}, {'entity': 'Rusia_Unida', 'value': 'NEU', 'type': 'AGREEMENT'}, {'entity': 'Medveded', 'value': 'NEU', 'type': 'AGREEMENT'}, {'entity': 'Putin', 'value': 'NEU', 'type': 'AGREEMENT'}, {'entity': 'Partido_Comunista', 'value': 'P', 'type': 'AGREEMENT'}]",El partido de Putin/Medveded (Rusia Unida) gana los comicios pero sufre una fuerte caía. Segundo partido más votado: Partido Comunista.
rafam_simancas,2011-12-04T18:50:01,"{'value': 'NONE', 'type': 'AGREEMENT'}","Madrid ciudad sin niños, aumenta el número de personas que viven solas."
_Rubalcaba_,2011-12-04T19:05:17,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@RafaelNadal', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Copa_Davis', 'value': 'P+', 'type': 'AGREEMENT'}]","Felicidades a @RafaelNadal y a todo el equipo español de Copa Davis. Todo un ejemplo de esfuerzo, ilusión y superación. RbCb"
mariviromero,2011-12-04T19:31:33,"{'value': 'NONE', 'type': 'AGREEMENT'}",#donaundia Los 1000 primeros días cruciales para la vida del niño http://t.co/jLUjz5NK ENTRA y COLABORA ( RTs plis )
pedroj_ramirez,2011-12-04T19:57:21,"{'value': 'NONE', 'type': 'AGREEMENT'}",Estoy viendo los editoriales “@jjesusmelian: @pedroj_ramirez cuentalo ya q estamos en el descanso”
pedroj_ramirez,2011-12-04T20:40:34,"{'value': 'P+', 'type': 'AGREEMENT'}","Fantásticas, a cual mejor “@MarisolCovelo. qué os parece mi foto de #elprimernaufragio ?http://t.co/ZjCzROgC http://t.co/CH3jjGX1”"
ccifuentes,2011-12-04T21:00:19,"{'value': 'P', 'type': 'AGREEMENT'}",Fin a la impunidad en #Internet http://t.co/j7WaLdS3
germanyanke,2011-12-04T22:15:35,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Berlusconi', 'value': 'N', 'type': 'AGREEMENT'}]",A mi me parece muy digno que la ministra italiana de Trabajo llore. No me lo parecían las risas de Berlusconi.
mjguemes,2011-12-04T22:57:36,"{'value': 'NONE', 'type': 'AGREEMENT'}","""Una entrevista es un punto intermedio entre una sesión de psicoanálisis y un concurso. A veces no tengo respuestas"" Fellini"
iescolar,2011-12-04T23:11:40,"{'value': 'N', 'type': 'AGREEMENT'}",En el blog: Lágrimas tecnócratas http://t.co/Y7K9awBr
alfonsomerlos,2011-12-04T23:34:24,"{'value': 'N', 'type': 'AGREEMENT'}","""Los ministros d @marianorajoy : fin de la ineptocracia"" @Semanaldigital @PPopular http://t.co/PrsX6XAN"
iescolar,2011-12-04T23:46:09,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Nóos', 'value': 'N', 'type': 'AGREEMENT'}]","Portada de Público de mañana: Urdangarin SA. Dentro, la lista de las 103 entidades que pagaron a Nóos http://t.co/BP1Bfcl6"
Carlos_Latre,2011-12-05T06:56:33,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': '@cracoviadeTV3', 'value': 'P', 'type': 'AGREEMENT'}]",A por @crackoviadeTV3 !!;)) buenos días queridos twiteros!!;))
enrique305,2011-12-05T07:40:54,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Venezuela', 'value': 'P+', 'type': 'AGREEMENT'}]",Gracias Venezuela!!! http://t.co/UdCRaDkY
pedroj_ramirez,2011-12-05T07:49:02,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'EM', 'value': 'P+', 'type': 'AGREEMENT'}]","Bdías, Elisabeth. Estoy muy orgulloso de que EM haya localizado en un remoto lugar de Rumania al testigo que no acudió al juicio."
ccifuentes,2011-12-05T08:00:10,"[{'value': 'N+', 'type': 'AGREEMENT'}, {'entity': 'España', 'value': 'N+', 'type': 'AGREEMENT'}]","¿Cómo se explica que miles de españoles se ausenten en masa del trabajo durante el ""puente"", mientras en España hay 5 millones de parados?"
Albert_Rivera,2011-12-05T08:25:05,"{'value': 'N', 'type': 'AGREEMENT'}","Mas es presidente autonómico porque tenemos autogobierno gracias a la Constitución,pero ni la cumple ni la hace cumplir #fueradelaley"
Tonicanto1,2011-12-05T10:09:32,"{'value': 'N', 'type': 'AGREEMENT'}","Sobre ""accidentes""... RT @santigonzalez10 Él había llegado antes http://t.co/yQjNqebS"
alfonsomerlos,2011-12-05T11:03:01,"{'value': 'NONE', 'type': 'AGREEMENT'}",http://t.co/ewFMZ5fc Una lectura de lo que ha ocurrido este fin d semana en #Rusia con #Putin y su partido en @LARAZON_es
mariviromero,2011-12-05T11:50:49,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'Dani_García', 'value': 'P', 'type': 'AGREEMENT'}]",Dani García recoge en un libro 50 tapas para acercar la cocina a la sociedad http://t.co/Se4fAB9z
mariviromero,2011-12-05T11:52:51,"{'value': 'NONE', 'type': 'AGREEMENT'}",El voluntariado invisible http://t.co/CD64WfZF #DiaDelVoluntariado
anabelenroy_tve,2011-12-05T11:57:33,"{'value': 'N', 'type': 'AGREEMENT'}","El gobierno chino cree que el país ""no está preparado"" para protestas sociales - http://t.co/tyMt3Omq"
Tonicanto1,2011-12-05T12:36:48,"{'value': 'NONE', 'type': 'AGREEMENT'}",En el Congreso. Entregando el Acta y haciendo todo el papeleo. Luego os cuento como queda la cosa!
riverakiko,2011-12-05T14:12:15,"{'value': 'NONE', 'type': 'AGREEMENT'}",Que vistas tiene mi amigo @DjDiMartino  desde su casa en almeria! Y esta tarde y esta noche con el en discoteca caramelo
Joss682008,2011-12-05T14:53:16,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'UpyD', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Amaiur', 'value': 'N', 'type': 'AGREEMENT'}]",UpyD y Amaiur recurriran a la justicia si no logran grupo. La justicia ya dió todo el poder a la mesa del congreso en caso similar.
alfonsomerlos,2011-12-05T15:21:03,"{'value': 'NEU', 'type': 'AGREEMENT'}",Hoy abordaremos en @13tv_aldia @13television la gestión privada de los hospitales públicos. ¿qué ganamos los ciudadanos? ¿qué perdemos?
mariviromero,2011-12-05T15:51:04,"{'value': 'NONE', 'type': 'AGREEMENT'}","Sin Miedo by Rosana, from #SoundHound http://t.co/pl93OEFG"
iescolar,2011-12-05T16:18:00,"{'value': 'N+', 'type': 'AGREEMENT'}","Y mientras tanto, el verdadero problema se agrava año tras año http://t.co/J4stXBl8"
mjguemes,2011-12-05T16:24:22,"{'value': 'NEU', 'type': 'DISAGREEMENT'}",El sector del lujo cierra el ejercicio con un 25% más de beneficios. ¿Quién sufre la crisis? Pues eso...
estherpalomera,2011-12-05T16:30:19,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Alfonso_XII', 'value': 'P+', 'type': 'AGREEMENT'}]",Que bonito despliegue de seguridad en alfonso XII. Contravigilancia en toda la manzana. Y no es nadie del Gobierno!!!!
periodistas21,2011-12-05T16:42:32,"{'value': 'P', 'type': 'AGREEMENT'}",Uno de los desafíos del periodismo. Encontrar su sitio para no perder la vigilancia del poder via @Clarin_com http://t.co/vgpQHJvs
antoniosanz,2011-12-05T17:24:06,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': '@ppandaluz', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'FAMP', 'value': 'N', 'type': 'AGREEMENT'}]",El @ppandaluz no aceptará el caramelo de una presidencia de dos años en la FAMP si no hay refundación http://t.co/tAgF97e6  @europapress_es
PauladeLasHeras,2011-12-05T17:42:33,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'España', 'value': 'N', 'type': 'AGREEMENT'}]","Sí, raritos q somos...  ""Si yo fuera España y se tratara de elegir entre 2 o 3 años de caos y 20 o 30 en la miseria..."" http://t.co/69OM6a3R"
paurubio,2011-12-05T18:04:36,"{'value': 'N', 'type': 'DISAGREEMENT'}","RT @PerezHilton @paurubio Que triste es esto, Pau! http://t.co/ZKF4LZOH @JonahMowryReal &lt;3! http://t.co/HBdZNwj5"
Tonicanto1,2011-12-05T18:20:28,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': '@Tonicanto1', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': '@Padrinomc', 'value': 'P', 'type': 'AGREEMENT'}]","Joooooo :-) RT @xaviconde Me dice @Tonicanto1, que quiere rapear una estrofa del villancico. Lo siento Toni, aquí tenemos a @Padrinomc."
nacho_uriarte,2011-12-05T18:54:05,"{'value': 'NONE', 'type': 'AGREEMENT'}",En estos días de traspaso de poderes os recomiendo seguir a 3 personas claves en el proceso @sorayapp @jlayllon y @fatimabanez entre otros
EvaORegan,2011-12-05T19:33:50,"[{'value': 'NEU', 'type': 'AGREEMENT'}, {'entity': 'CNN', 'value': 'NEU', 'type': 'AGREEMENT'}, {'entity': 'Skype', 'value': 'P+', 'type': 'AGREEMENT'}]",Entiendo que CNN conecte por Skype con disidentes en Siria pero que la mayoría de las conexiones ya sean por cámara de móvil ...
RodrigoBlazquez,2011-12-05T19:50:58,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Tinduf', 'value': 'N', 'type': 'AGREEMENT'}]",Detienen a dos sospechosos por secuestro cooperantes españoles en Tinduf. Intentaron venderlos a AQMI. http://t.co/kkOrMmiw V @plazaro67
Albert_Rivera,2011-12-05T20:04:53,"{'value': 'NONE', 'type': 'AGREEMENT'}","#ICanAdmit , #elcomecocos10 , Merkel y Sarkozy y #cuatrotuiteros , los TT esta tarde en España"
Joss682008,2011-12-05T20:16:47,"{'value': 'NONE', 'type': 'AGREEMENT'}","El @PPopular no descarta otra ronda de reuniones con ministerios para traspaso de poderes, después de recibir información pedida al gobierno"
JAMonago,2011-12-05T21:05:37,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'España', 'value': 'P+', 'type': 'AGREEMENT'}]","Toda suya “@juliosandreu: Sí Sr. La he grabado. Un saludo desde el otro lado, jeje, ( de España ). Buena tarde.”"
JuanraLucas,2011-12-05T21:46:48,"{'value': 'NONE', 'type': 'AGREEMENT'}","Y hable con el corazón de los afectos Y en esas cosas la Justicia habla idiomas diferentes. Insisto, dusculpad, pero volvería a hacerlo."
JuanraLucas,2011-12-05T22:07:19,"{'value': 'P', 'type': 'AGREEMENT'}",Entiendo los unfollow. Aceptar el desconcierto. Y hasta reconocer errores. Pero creo fuera de lugar anunciar venganza radiofónica. Eso no
mariviromero,2011-12-05T22:14:34,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@mariviromero', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@CarlosSerrato82', 'value': 'P+', 'type': 'AGREEMENT'}]",;-)))) RT @CarlosSerrato82: #FW para @mariviromero y mucha suerte con tu primera entrevista aquí. El hastag es #YNTERVIUMarivi
PilarGGranja,2011-12-05T22:19:13,"[{'value': 'N+', 'type': 'AGREEMENT'}, {'entity': 'España', 'value': 'N+', 'type': 'AGREEMENT'}]","""España gasta mas en sanidad que tofo el presupuesto en sanidad"" Núñez Feijoo en @Gato_directo"
mariviromero,2011-12-05T22:20:40,"{'value': 'P', 'type': 'AGREEMENT'}",A las 22.30 mi primera entrevista en directo en Twitter. Si Quieres seguirla busca el hastag #YnterviuMarivi l http://t.co/FVXISuNy
AlejandroSanz,2011-12-05T22:46:03,"{'value': 'P+', 'type': 'AGREEMENT'}",Feliz dia del voluntario... Los hËroes anónimos... Los del sacrificia por eleccion propia. Gracias por tanto.
